d,s,p,pop,hhs,fem_hhs,long,lat,km2,area,perimeter,T123,not_T123,light_gas_pc,light_gas_per_km,light_lpg_pc,light_lpg_per_km,light_biogas_pc,light_biogas_per_km,light_par_lantern_pc,light_par_lantern_per_km,light_par_tadooba_pc,light_par_tadooba_per_km,light_candles_pc,light_candles_per_km,light_firewood_pc,light_firewood_per_km,light_cow_dung_pc,light_cow_dung_per_km,light_grass_pc,light_grass_per_km,cook_elec_therm_pc,cook_elec_therm_per_km,cook_gas_pc,cook_gas_per_km,cook_lpg_pc,cook_lpg_per_km,cook_biogas_pc,cook_biogas_per_km,cook_par_lantern_pc,cook_par_lantern_per_km,cook_charc_pc,cook_charc_per_km,cook_firewood_pc,cook_firewood_per_km,cook_dung_pc,cook_dung_per_km,cook_grass_pc,cook_grass_per_km,waste_burn_pc,waste_burn_per_km,kitch_outside_built_pc,kitch_outside_built_per_km,kitch_make_shift_pc,kitch_make_shift_per_km,kitch_open_space_pc,kitch_open_space_per_km,pop_density,hhs_density,pop_per_hhs,T123_per_sqkm,not_T123_per_sqkm,T123_per_person,not_T123_per_person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,NAKASERO IV,793,310,10,32.57806547,0.311713386,0.347824813,0.344818462,2.740253657,12.49221641,7.276002902,0.32,2.88,0,0,0,0,0,0,0,0,0.65,5.75,0,0,0,0,0,0,0,0,38.71,345,1.29,11.5,0.65,5.75,5.16,46,28.39,253,0,0,0,0,0,0,0,0,3.55,31.63,1.29,11.5,14.19,126.5,2279.88,891.25,2.56,35.92,20.92,1.58,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,NAKASERO I,618,250,21.6,32.58548973,0.321402566,0.63828955,0.632756516,5.688721885,21.18687803,12.7857851,0,0,0,0,0,0,0,0,0.8,3.13,3.6,14.1,0,0,0,0,0,0,0,0,25.2,98.7,0,0,0,0,1.6,6.27,44.4,173.9,4,15.67,0,0,0,0,4.8,18.8,18.4,72.07,0.4,1.57,8,31.33,968.21,391.67,2.47,33.19,20.03,3.43,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,OLD KAMPALA,2239,576,17.7,32.56922626,0.316542841,0.58637828,0.581327695,3.669266264,14.07177826,7.677769355,0,0,0,0,0,0,0.17,1.71,0,0,1.56,15.35,0,0,0,0,0,0,0,0,17.36,170.54,18.06,177.36,0.35,3.41,3.82,37.52,32.81,322.32,1.04,10.23,0,0,0,0,3.47,34.11,10.94,107.44,0.87,8.53,16.67,163.72,3818.35,982.3,3.89,24,13.09,0.63,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,NAKASERO II,1795,537,25.3,32.57920207,0.323343299,1.558765828,1.545287033,5.41187845,36.02762713,20.65900287,0.37,1.28,0,0,0,0,0.93,3.21,1.86,6.42,2.61,8.98,0,0,0,0,0,0,0,0,20.11,69.29,2.23,7.7,0,0,3.91,13.47,33.89,116.76,3.35,11.55,0,0,0,0,7.64,26.3,18.06,62.23,0.56,1.92,13.41,46.19,1151.55,344.5,3.34,23.11,13.25,2.01,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KOLOLO I,991,248,25,32.59743308,0.334164038,1.077680633,1.068294854,5.576604895,22.91564091,18.25605271,0,0,0,0,0,0,0,0,0.4,0.93,1.61,3.71,0,0,0,0,0,0,0,0,26.21,60.31,0,0,0,0,1.61,3.71,39.52,90.94,2.82,6.5,0,0,0,0,19.76,45.47,6.45,14.85,0.81,1.86,10.89,25.05,919.57,230.12,4,21.26,16.94,2.31,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KAGUGUBE,6229,2608,42.7,32.56975954,0.325634871,0.502647164,0.498316863,3.107943912,10.58737424,7.111961443,0.35,17.91,0,0,0.04,1.99,2.3,119.37,3.18,165.13,4.14,214.86,0,0,0,0,0.04,1.99,0,0,15.07,781.86,0.19,9.95,0.38,19.89,7.55,391.93,57.55,2986.19,1.04,53.72,0,0,0,0,1.8,93.5,8.05,417.79,2.68,139.26,39.65,2057.11,12392.39,5188.53,2.39,21.06,14.15,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,CIVIC CENTRE,375,161,14.9,32.58601658,0.31274167,1.23884054,1.228099357,5.822852066,31.84203482,16.796226,0,0,0,0,0,0,0.62,0.81,0.62,0.81,2.48,3.23,0,0,0,0,0,0,0,0,40.99,53.28,1.86,2.42,0,0,1.24,1.61,17.39,22.6,1.24,1.61,0,0,0,0,0.62,0.81,3.73,4.84,2.48,3.23,6.83,8.88,302.7,129.96,2.33,25.7,13.56,8.49,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,MENGO,11688,3366,35.2,32.56648737,0.308032327,0.713139963,0.707004188,3.824076972,13.26050345,6.396699724,0.03,1.4,0,0,0.09,4.21,3.65,172.48,2.82,133.21,10.96,517.43,0.03,1.4,0,0,0,0,0.03,1.4,3.24,152.85,0.68,32.25,0.21,9.82,4.99,235.58,83.1,3922.09,0.95,44.87,0,0,0,0,0.59,28.04,7.31,344.95,6.06,286.06,61.35,2895.64,16389.49,4719.97,3.47,18.59,8.97,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,NAKASERO III,996,357,23.5,32.5737919,0.322002447,0.429096326,0.425393795,4.245272581,12.71379366,5.479845539,1.12,9.32,0,0,0,0,0.84,6.99,0,0,0.84,6.99,0,0,0,0,0,0,0,0,42.58,354.23,3.92,32.63,0.84,6.99,0.84,6.99,31.65,263.34,0.84,6.99,0,0,0,0,1.4,11.65,17.93,149.15,1.68,13.98,21.85,181.78,2321.16,831.98,2.79,29.63,12.77,1.28,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,NAKIVUBO SHAURIYAAKO,1148,406,14.3,32.57494791,0.315530979,0.208656177,0.206854901,1.962749827,8.075920951,4.909435116,0.74,14.38,0,0,0,0,0.25,4.79,0.25,4.79,0.74,14.38,0,0,0,0,0,0,0,0,40.15,781.19,0.49,9.59,0.49,9.59,4.93,95.85,30.54,594.28,0.99,19.17,0,0,0,0,0.25,4.79,2.96,57.51,1.48,28.76,7.88,153.36,5501.87,1945.78,2.83,38.7,23.53,0.7,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,BUKESA,9037,2809,37,32.5650687,0.322244894,0.60428379,0.599087466,3.484278627,13.5599825,6.635979699,0.07,3.31,0,0,0.14,6.62,1.35,62.88,0.75,34.75,6.23,289.6,0,0,0,0,0,0,0.04,1.65,8.86,412.06,0.68,31.44,0.64,29.79,6.98,324.35,71.41,3319.63,1.07,49.65,0,0,0,0,3.45,160.52,8.65,402.13,2.53,117.49,45.6,2119.86,14954.89,4648.48,3.22,22.44,10.98,0.15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KOLOLO II,1132,322,18,32.59175749,0.333039425,1.123957179,1.114190072,4.518355604,20.13969016,14.54342374,0.31,0.89,0,0,0,0,3.11,8.9,1.55,4.45,2.17,6.23,0,0,0,0,0,0,0,0,27.64,79.18,0.93,2.67,0,0,0.62,1.78,18.01,51.6,4.97,14.24,0,0,0,0,4.66,13.35,15.22,43.6,0.31,0.89,9.01,25.8,1007.16,286.49,3.52,17.92,12.94,1.78,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,INDUSTRIAL AREA,645,259,13.9,32.60429317,0.318468755,1.708273367,1.693355557,6.90344809,30.25154024,18.06218516,0,0,0,0,0,0,10.42,15.81,21.24,32.2,24.71,37.46,0,0,0,0,0,0,0,0,12.36,18.73,0,0,0,0,0.77,1.17,67.57,102.44,1.93,2.93,0,0,0,0,24.71,37.46,2.7,4.1,4.63,7.02,17.37,26.34,377.57,151.62,2.49,17.71,10.57,4.69,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KOLOLO III,1016,334,10.8,32.58323291,0.332596698,1.035779292,1.026808575,4.908207069,23.52076773,14.94530214,0,0,0,0,0,0,0.6,1.93,0,0,2.69,8.69,0,0,0,0,0,0,0,0,20.36,65.65,0.3,0.97,0,0,0.6,1.93,32.63,105.23,5.99,19.31,0,0,0,0,17.66,56.96,5.09,16.41,0.3,0.97,10.78,34.76,980.9,322.46,3.04,22.71,14.43,2.32,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KISENYI I,1120,326,33.1,32.57154915,0.311437256,0.238094392,0.23604179,2.188512586,5.946359237,3.538316935,0,0,0,0,0,0,0.31,4.2,0.31,4.2,3.37,46.2,0,0,0,0,0,0,0,0,4.91,67.2,0,0,0,0,3.37,46.2,56.75,777,0.31,4.2,0,0,0,0,0.92,12.6,24.54,336,1.84,25.2,34.36,470.4,4704.02,1369.2,3.44,24.97,14.86,0.53,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
